StartDate.StartDate,EndDate.EndDate,Status.ResponseType,IPAddress.IPAddress,Progress.Progress,Duration(inseconds).Duration(inseconds),Finished.Finished,RecordedDate.RecordedDate,ResponseId.ResponseID,RecipientLastName.RecipientLastName,RecipientFirstName.RecipientFirstName,RecipientEmail.RecipientEmail,ExternalReference.ExternalDataReference,LocationLatitude.LocationLatitude,LocationLongitude.LocationLongitude,DistributionChannel.DistributionChannel,selected_overall.HowMALEorFEMALEdoesthispersonlook?,unselected_overall.HowMALEorFEMALEdoesthispersonlook?,selected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,unselected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,selected_overall.HowHAPPYdoesthispersonlook?,unselected_overall.HowHAPPYdoesthispersonlook?,selected_overall.HowDOMINANTdoesthispersonlook?,unselected_overall.HowDOMINANTdoesthispersonlook?,selected_overall.HowATTRACTIVEdoesthispersonlook?,unselected_overall.HowATTRACTIVEdoesthispersonlook?,selected_overall.HowLIKABLEdoesthispersonlook?,unselected_overall.HowLIKABLEdoesthispersonlook?,selected_overall.HowTRUSTWORTHYdoesthispersonlook?,unselected_overall.HowTRUSTWORTHYdoesthispersonlook?,selected_overall.HowCOMPETENTdoesthispersonlook?,unselected_overall.HowCOMPETENTdoesthispersonlook?,selected_overall.HowWARMdoesthispersonlook?,unselected_overall.HowWARMdoesthispersonlook?,age,sex,race,data_use,mTurkCode
3/21/20178:25:03PM,3/21/20178:26:25PM,0,172.58.217.100,100,81,1,3/21/20178:26:26PM,R_3Eyze5vt0N32bCg,,,,,42.36599731,-71.1230011,anonymous,,,2,2,,,,,,,,,,,,,,,31,1,1,4,3632716835
3/21/20178:38:37PM,3/21/20178:40:23PM,0,136.61.31.95,100,106,1,3/21/20178:40:25PM,R_2chZoFDlx02Wfa7,,,,,39.01989746,-94.4641037,anonymous,,,,,,,,,,,4,2,,,,,,,28,1,4,4,991154290
3/21/20178:43:09PM,3/21/20178:43:41PM,0,73.19.130.68,100,32,1,3/21/20178:43:42PM,R_9pojAB3tKz0oVmV,,,,,31.15029907,-85.41139984,anonymous,,,,,,,,,,,,,,,,,1,5,25,1,1,4,1073134281
3/21/20178:45:02PM,3/21/20178:46:13PM,0,98.237.133.19,100,70,1,3/21/20178:46:14PM,R_2ru8TrMxcYa2Rq6,,,,,47.2131958,-122.473999,anonymous,,,5,6,,,,,,,,,,,,,,,26,1,1,4,1804147614
3/21/20178:45:51PM,3/21/20178:48:27PM,0,108.67.57.43,100,155,1,3/21/20178:48:28PM,R_71fMmoz7yBuX73j,,,,,35.05220032,-92.50440216,anonymous,,,,,,,,,,,3,3,,,,,,,34,2,5,4,4502753005
3/21/20178:50:14PM,3/21/20178:52:16PM,0,107.2.159.243,100,122,1,3/21/20178:52:18PM,R_A10ZHuTGMQ7EKAN,,,,,39.76400757,-105.0179977,anonymous,1,2,,,,,,,,,,,,,,,,,52,2,1,3,9856140273
3/21/20178:51:51PM,3/21/20178:54:46PM,0,108.251.146.101,100,175,1,3/21/20178:54:48PM,R_1obBahN8IHuQt6g,,,,,33.56500244,-86.70899963,anonymous,,,3,5,,,,,,,,,,,,,,,37,2,1,4,9913668371
3/21/20178:52:31PM,3/21/20178:54:56PM,0,174.61.191.90,100,145,1,3/21/20178:54:58PM,R_2fCyUI2rleaaivN,,,,,47.2131958,-122.473999,anonymous,,,,,,,,,,,2,1,,,,,,,29,2,1,4,5855919775
3/21/20178:54:15PM,3/21/20178:55:31PM,0,173.27.20.151,100,76,1,3/21/20178:55:32PM,R_2tJxJky5uyaMFhk,,,,,42.02999878,-93.59049988,anonymous,,,,,,,,,,,4,3,,,,,,,34,1,1,4,3931357977
3/21/20178:55:14PM,3/21/20178:57:28PM,0,184.88.3.196,100,134,1,3/21/20178:57:30PM,R_5iExA4P7EfNVL2N,,,,,28.50500488,-81.78970337,anonymous,,,,,,,,,,,,,3,1,,,,,25,2,3,4,9213919015
3/21/20178:59:12PM,3/21/20179:01:06PM,0,24.177.171.232,100,113,1,3/21/20179:01:08PM,R_2PkdQZqpQYVsZ5T,,,,,46.62879944,-87.479599,anonymous,,,2,3,,,,,,,,,,,,,,,22,1,1,3,6287094089
3/21/20179:01:53PM,3/21/20179:03:20PM,0,107.77.196.66,100,87,1,3/21/20179:03:21PM,R_C9SHS6IGbNZ8n7j,,,,,32.77870178,-96.82170105,anonymous,,,,,,,,,,,,,,,3,1,,,26,1,1,4,9053472867
3/21/20179:01:59PM,3/21/20179:03:52PM,0,107.136.228.29,100,113,1,3/21/20179:03:54PM,R_2dxPyRzoXa9bZuO,,,,,31.53979492,-102.8812027,anonymous,,,,,,,,,5,2,,,,,,,,,37,2,3,4,3395512295
3/21/20179:09:54PM,3/21/20179:11:57PM,0,24.139.89.5,100,123,1,3/21/20179:11:59PM,R_1LpU37tcIYYMZ4Y,,,,,18.47569275,-67.12470245,anonymous,2,1,,,,,,,,,,,,,,,,,35,2,3,4,4829021976
3/21/20179:32:14PM,3/21/20179:33:49PM,0,73.237.22.172,100,95,1,3/21/20179:33:50PM,R_RwYRODSB9omgENP,,,,,34.00169373,-84.47100067,anonymous,,,4,6,,,,,,,,,,,,,,,41,2,1,4,49938993
3/21/20179:41:18PM,3/21/20179:42:25PM,0,97.83.78.203,100,66,1,3/21/20179:42:26PM,R_1FP2j5Ccw9sItkG,,,,,45.25100708,-85.28070068,anonymous,,,,,3,3,,,,,,,,,,,,,44,1,1,4,3567948057
3/21/20179:41:51PM,3/21/20179:44:15PM,0,74.65.197.210,100,144,1,3/21/20179:44:16PM,R_22K7ZFLwh0DIr4Y,,,,,40.71110535,-73.94689941,anonymous,,,,,,,,,5,1,,,,,,,,,31,1,4,4,8952657515
3/27/20171:38:47PM,3/27/20171:39:48PM,0,70.62.162.46,100,60,1,3/27/20171:39:49PM,R_3Muo61UBd6lQP50,,,,,39.96530151,-83.02349854,anonymous,,,,,,,4,3,,,,,,,,,,,23,1,1,3,7258029841
3/27/20171:40:27PM,3/27/20171:41:50PM,0,146.95.79.25,100,82,1,3/27/20171:41:51PM,R_2PzNGnTGhzhgHQf,,,,,40.71429443,-74.0059967,anonymous,,,1,6,,,,,,,,,,,,,,,22,2,4,4,8453169069
3/27/20171:37:50PM,3/27/20171:42:42PM,0,107.188.186.159,100,291,1,3/27/20171:42:43PM,R_ptQhvRgbEPkJQeB,,,,,39.01469421,-94.73950195,anonymous,,,,,,,,,,,,,1,1,,,,,26,1,1,4,8064165483
3/27/20171:43:16PM,3/27/20171:44:12PM,0,12.236.238.7,100,56,1,3/27/20171:44:14PM,R_9X2M4vm4NMu4ybv,,,,,28.63439941,-81.62210083,anonymous,,,,,,,,,,,,,5,3,,,,,25,2,1,4,7566758166
3/27/20171:47:55PM,3/27/20171:48:59PM,0,170.154.57.177,100,64,1,3/27/20171:49:01PM,R_2CBTbM3I3VDgdPg,,,,,42.08580017,-70.99990082,anonymous,,,,,,,,,,,,,,,,,4,1,31,1,1,4,3105352661
3/27/20171:47:38PM,3/27/20171:49:12PM,0,136.62.60.184,100,93,1,3/27/20171:49:13PM,R_3e9sEwnW5Yug7RR,,,,,30.17250061,-97.88790131,anonymous,,,3,5,,,,,,,,,,,,,,,64,2,1,4,1630101982
3/27/20171:48:34PM,3/27/20171:49:52PM,0,70.183.177.210,100,77,1,3/27/20171:49:53PM,R_1PRb4bNyIEZr6e5,,,,,37.26550293,-79.92299652,anonymous,,,,,,,,,,,4,4,,,,,,,51,1,1,4,5501599177
3/27/20171:51:13PM,3/27/20171:52:09PM,0,172.115.162.203,100,55,1,3/27/20171:52:11PM,R_2OQ1MV12sMF9mKV,,,,,33.99580383,-117.8189011,anonymous,,,,,,,,,,,,,,,,,4,5,25,1,1,4,8841931447
3/27/20171:53:33PM,3/27/20171:55:03PM,0,98.122.108.168,100,90,1,3/27/20171:55:05PM,R_sHWheYGFB3xv1fP,,,,,34.11920166,-80.86299896,anonymous,,,,,,,,,,,,,,,,,4,2,21,2,2,4,4237317983
3/27/20171:53:32PM,3/27/20171:55:13PM,0,108.24.97.32,100,100,1,3/27/20171:55:14PM,R_3Pdk3AGlS3vjVg7,,,,,39.8506012,-74.90989685,anonymous,,,,,,,,,,,,,5,2,,,,,22,2,1,4,191158089
3/27/20171:54:16PM,3/27/20171:56:09PM,0,98.155.26.235,100,112,1,3/27/20171:56:11PM,R_2Tzww59yKOKpA78,,,,,21.29600525,-157.8273926,anonymous,1,4,,,,,,,,,,,,,,,,,38,1,4,4,1964463983
3/27/20171:56:37PM,3/27/20171:58:15PM,0,50.30.114.12,100,98,1,3/27/20171:58:17PM,R_3ktyHYczUdtpfgG,,,,,36.87359619,-86.87490082,anonymous,,,,,,,,,,,,,,,5,2,,,53,2,1,4,6047716215
3/27/20171:58:41PM,3/27/20172:00:14PM,0,67.235.11.58,100,93,1,3/27/20172:00:16PM,R_DUy0eq2AFIUfFIZ,,,,,40.17070007,-77.41739655,anonymous,,,,,4,1,,,,,,,,,,,,,35,2,1,4,4315178497
3/27/20172:02:12PM,3/27/20172:03:10PM,0,66.68.248.244,100,58,1,3/27/20172:03:12PM,R_2cnJ6twCoGKouoU,,,,,26.27589417,-98.23300171,anonymous,,,,,,,,,,,5,3,,,,,,,29,1,3,4,879096934
3/27/20172:01:54PM,3/27/20172:03:22PM,0,97.95.53.113,100,88,1,3/27/20172:03:24PM,R_3FJVq3wxcyUxSSU,,,,,43.7559967,-88.36660004,anonymous,1,4,,,,,,,,,,,,,,,,,64,1,1,4,4775006417
3/27/20172:01:40PM,3/27/20172:04:09PM,0,71.224.219.34,100,148,1,3/27/20172:04:11PM,R_Qn5gwSrzRwzy9X3,,,,,40.09179688,-75.2562027,anonymous,,,,,,,,,4,3,,,,,,,,,57,2,1,4,309077129
3/27/20172:04:16PM,3/27/20172:05:40PM,0,50.49.196.214,100,83,1,3/27/20172:05:41PM,R_yOLL3RFLa4ANV97,,,,,41.44590759,-74.42289734,anonymous,,,,,,,,,,,5,4,,,,,,,48,2,1,4,8099187943
3/27/20172:03:46PM,3/27/20172:06:14PM,0,68.70.0.38,100,148,1,3/27/20172:06:16PM,R_dnTCrVAWFprmwff,,,,,42.06970215,-75.70040131,anonymous,,,,,,,,,,,,,3,3,,,,,65,2,1,4,2919150121
3/27/20172:04:23PM,3/27/20172:06:52PM,0,107.136.36.13,100,148,1,3/27/20172:06:53PM,R_309aKO0UFKlgs5f,,,,,28.38989258,-81.43659973,anonymous,,,,,,,,,,,,,,,,,2,3,23,2,5,3,712196520
3/27/20172:05:39PM,3/27/20172:07:22PM,0,174.52.123.165,100,103,1,3/27/20172:07:23PM,R_3MmTzhz6sRvlwDo,,,,,40.70869446,-111.7143021,anonymous,,,,,,,5,1,,,,,,,,,,,36,1,1,4,7229350502
3/27/20172:06:51PM,3/27/20172:08:11PM,0,73.36.133.61,100,79,1,3/27/20172:08:12PM,R_xbyzHjJWe80Os81,,,,,41.19160461,-87.85549927,anonymous,,,,,,,,,,,7,2,,,,,,,32,1,2,4,7457576333
3/27/20172:07:13PM,3/27/20172:08:39PM,0,76.2.51.112,100,85,1,3/27/20172:08:40PM,R_12QIkly0pOQXTrT,,,,,35.51269531,-77.41459656,anonymous,,,,,6,1,,,,,,,,,,,,,30,1,2,4,2077070438
3/27/20172:08:13PM,3/27/20172:09:34PM,0,73.242.254.57,100,80,1,3/27/20172:09:35PM,R_2SlAU22GYHqsE5y,,,,,32.24710083,-106.8231964,anonymous,,,,,4,1,,,,,,,,,,,,,53,2,1,4,4728068523
3/27/20172:08:42PM,3/27/20172:11:07PM,0,173.16.216.212,100,145,1,3/27/20172:11:09PM,R_3FW3dl0UpntGl6a,,,,,42.06039429,-91.58580017,anonymous,,,2,2,,,,,,,,,,,,,,,65,2,1,4,8632502420
3/27/20172:10:25PM,3/27/20172:11:56PM,0,216.47.56.214,100,91,1,3/27/20172:11:58PM,R_pQoasc0Ixb1NmaB,,,,,47.32940674,-114.0231018,anonymous,,,,,,,,,,,3,4,,,,,,,35,2,1,4,2669492434
3/27/20172:12:09PM,3/27/20172:13:34PM,0,173.163.4.137,100,85,1,3/27/20172:13:35PM,R_1QfSZw2ja8FKXdd,,,,,40.08110046,-77.03140259,anonymous,,,,,5,3,,,,,,,,,,,,,48,2,5,4,2785468451
3/27/20172:14:07PM,3/27/20172:16:35PM,0,73.188.22.157,100,147,1,3/27/20172:16:36PM,R_2OItom51fp8S9x3,,,,,40.19569397,-74.81269836,anonymous,1,6,,,,,,,,,,,,,,,,,26,1,1,4,6701746853
3/27/20172:12:45PM,3/27/20172:19:31PM,0,162.243.163.163,100,405,1,3/27/20172:19:33PM,R_4NhBZ6kFZAthRAZ,,,,,40.79040527,-74.02459717,anonymous,,,,,,,,,,,,,,,,,5,4,30,2,3,2,3195423247
3/27/20172:25:15PM,3/27/20172:26:50PM,0,136.61.29.13,100,94,1,3/27/20172:26:51PM,R_1HdU3oJF3qQtyfo,,,,,39.01989746,-94.4641037,anonymous,,,,,,,,,,,3,2,,,,,,,29,1,1,4,9845218397
3/27/20172:28:00PM,3/27/20172:30:23PM,0,108.44.252.121,100,142,1,3/27/20172:30:24PM,R_BEyyTsxvmiJisoh,,,,,38.2723999,-77.59320068,anonymous,,,,,6,2,,,,,,,,,,,,,70,2,1,4,9655645634
3/27/20172:30:44PM,3/27/20172:32:02PM,0,67.176.133.86,100,78,1,3/27/20172:32:03PM,R_10GzNk8FcTevmkj,,,,,42.18899536,-87.8062973,anonymous,,,,,,,,,,,,,,,,,4,1,41,2,1,4,4378454802
3/27/20172:36:36PM,3/27/20172:38:11PM,0,68.110.91.62,100,95,1,3/27/20172:38:14PM,R_bl6GP4wKMjixhq9,,,,,32.10009766,-110.6892014,anonymous,,,,,,,,,5,2,,,,,,,,,33,2,1,4,5786704947
3/27/20172:39:35PM,3/27/20172:41:11PM,0,98.237.218.62,100,95,1,3/27/20172:41:13PM,R_3PhoifnxWyYUu2U,,,,,46.88409424,-123.9949951,anonymous,2,4,,,,,,,,,,,,,,,,,21,1,1,4,9850512901
3/27/20172:41:17PM,3/27/20172:41:48PM,0,172.112.20.53,100,30,1,3/27/20172:41:49PM,R_2zRX6jSF5Vu1VUx,,,,,34.25210571,-118.7843018,anonymous,,,,,,,,,,,,,,,,,4,4,27,2,1,4,8004934843
3/27/20172:41:11PM,3/27/20172:42:55PM,0,142.197.81.108,100,104,1,3/27/20172:42:56PM,R_2qk2MAruiUt76pO,,,,,29.13479614,-81.02480316,anonymous,,,,,,,,,,,,,4,4,,,,,20,1,1,4,8314969795
3/27/20172:40:43PM,3/27/20172:42:57PM,0,173.59.58.202,100,134,1,3/27/20172:42:59PM,R_32VivpjRZIPAXA0,,,,,40.15449524,-75.38089752,anonymous,3,3,,,,,,,,,,,,,,,,,37,1,2,4,3215525099
3/27/20172:44:07PM,3/27/20172:45:33PM,0,72.229.132.205,100,85,1,3/27/20172:45:34PM,R_2bIrM3HKw4ci07U,,,,,40.8625946,-73.92179871,anonymous,,,4,5,,,,,,,,,,,,,,,51,2,1,4,5394164757
3/27/20172:45:15PM,3/27/20172:47:41PM,0,24.171.81.133,100,145,1,3/27/20172:47:42PM,R_3flPh1gXyelrG88,,,,,38.99769592,-90.98459625,anonymous,,,,,,,,,5,2,,,,,,,,,77,2,1,4,2874289341
3/27/20172:48:25PM,3/27/20172:49:56PM,0,73.147.94.55,100,91,1,3/27/20172:49:57PM,R_3oLOzWkXBFb3js3,,,,,39.01800537,-77.53900146,anonymous,,,,,,,,,,,2,1,,,,,,,27,1,1,4,8306815745
3/27/20172:48:21PM,3/27/20172:50:44PM,0,76.236.92.146,100,143,1,3/27/20172:50:46PM,R_3np9kYPlDUPRbDr,,,,,41.67329407,-83.60440063,anonymous,,,5,4,,,,,,,,,,,,,,,34,1,2,4,9892694950
3/27/20172:56:07PM,3/27/20172:56:50PM,0,99.58.42.214,100,43,1,3/27/20172:56:52PM,R_7VbcSNpPy3uqIVz,,,,,30.09829712,-95.35700226,anonymous,3,4,,,,,,,,,,,,,,,,,27,1,1,4,1966509903
3/27/20173:00:05PM,3/27/20173:00:45PM,0,66.25.163.54,100,40,1,3/27/20173:00:46PM,R_2cbeScVmb8ukUHC,,,,,29.40370178,-98.72460175,anonymous,,,6,6,,,,,,,,,,,,,,,31,1,4,4,7213737597
3/27/20173:01:48PM,3/27/20173:03:11PM,0,209.220.55.180,100,83,1,3/27/20173:03:13PM,R_OqesZnbH3tMxE4x,,,,,42.8986969,-88.79910278,anonymous,,,,,4,3,,,,,,,,,,,,,35,1,1,4,2198484652
3/27/20173:03:04PM,3/27/20173:03:58PM,0,47.199.62.153,100,54,1,3/27/20173:03:59PM,R_2S1UkvaC5dht18n,,,,,28.21580505,-82.6595993,anonymous,,,,,,,,,,,,,,,,,4,4,50,2,2,3,8037469783
3/27/20173:02:15PM,3/27/20173:04:23PM,0,24.139.51.71,100,127,1,3/27/20173:04:24PM,R_3lMvPBc3UKtmjyO,,,,,34.78230286,-98.60169983,anonymous,,,,,,,,,,,,,2,1,,,,,51,2,1,4,8990406114
3/27/20172:46:02PM,3/27/20173:04:26PM,0,50.4.211.65,100,1104,1,3/27/20173:04:28PM,R_2X0xBq0r9dHFPW8,,,,,42.30270386,-83.24559784,anonymous,,,,,,,5,4,,,,,,,,,,,39,2,1,4,5851029586
3/27/20173:02:26PM,3/27/20173:04:31PM,0,73.23.255.142,100,125,1,3/27/20173:04:33PM,R_3QxX3SQeWrRR5Lj,,,,,26.62919617,-81.94319916,anonymous,,,,,,,,,3,1,,,,,,,,,51,2,1,4,9825369580
3/27/20173:08:04PM,3/27/20173:09:13PM,0,71.114.174.190,100,68,1,3/27/20173:09:14PM,R_zS7acCkfDQDdb5D,,,,,41.80499268,-79.22119904,anonymous,,,,,,,,,,,,,,,,,5,1,21,2,1,4,7480609226
3/27/20173:10:44PM,3/27/20173:11:46PM,0,75.188.141.50,100,62,1,3/27/20173:11:47PM,R_NVdhO8oFsnd37R7,,,,,39.93989563,-83.30609894,anonymous,,,,,,,,,4,3,,,,,,,,,40,2,1,4,9615217554
3/27/20173:16:04PM,3/27/20173:17:23PM,0,173.254.254.18,100,79,1,3/27/20173:17:25PM,R_2TXAdZ48GyadwtE,,,,,32.81480408,-96.87049866,anonymous,,,,,,,,,,,7,1,,,,,,,30,1,1,4,8387499922
3/27/20173:18:36PM,3/27/20173:19:55PM,0,47.196.118.78,100,78,1,3/27/20173:19:56PM,R_vJoTTaBnj2F8v6h,,,,,27.95869446,-82.29499817,anonymous,,,,,4,2,,,,,,,,,,,,,36,2,4,4,4683552622
3/27/20173:22:42PM,3/27/20173:23:48PM,0,75.173.77.43,100,65,1,3/27/20173:23:49PM,R_vN82LsTlAZROWZ3,,,,,35.12409973,-106.7675018,anonymous,,,,,,,,,4,2,,,,,,,,,25,2,1,3,2913348098
3/27/20173:24:15PM,3/27/20173:25:09PM,0,50.247.74.117,100,53,1,3/27/20173:25:10PM,R_3hsYaWu29OIV6by,,,,,37.36880493,-122.0363007,anonymous,,,,,5,3,,,,,,,,,,,,,25,1,1,4,6454310734
3/27/20173:23:03PM,3/27/20173:25:26PM,0,64.118.126.55,100,142,1,3/27/20173:25:27PM,R_1OjhasGql0vbLEI,,,,,37.40330505,-119.6138,anonymous,1,1,,,,,,,,,,,,,,,,,58,2,1,4,6856302684
3/27/20173:26:32PM,3/27/20173:27:48PM,0,164.58.82.112,100,75,1,3/27/20173:27:49PM,R_2dMbrnidHrEzBpa,,,,,35.33389282,-97.47699738,anonymous,,,,,,,,,,,,,,,,,4,1,32,2,1,4,5788690140
3/27/20173:40:34PM,3/27/20173:43:47PM,0,198.45.205.99,100,193,1,3/27/20173:43:49PM,R_CelDMR6jDbrypqx,,,,,47.01269531,-109.3429031,anonymous,,,,,,,4,6,,,,,,,,,,,56,1,1,4,9880856792
3/27/20173:43:18PM,3/27/20173:44:48PM,0,174.71.41.86,100,90,1,3/27/20173:44:50PM,R_28V8b5tdqLEDp0V,,,,,41.29930115,-96.16660309,anonymous,,,,,,,,,,,,,2,1,,,,,36,1,1,4,9308177409
3/27/20173:47:34PM,3/27/20173:49:39PM,0,76.119.128.53,100,124,1,3/27/20173:49:40PM,R_3MFkIt0J1KzKBY8,,,,,41.77760315,-72.62139893,anonymous,,,,,,,,,,,,,5,2,,,,,35,1,4,3,5261632889
3/27/20173:56:13PM,3/27/20173:59:05PM,0,75.128.183.238,100,171,1,3/27/20173:59:06PM,R_1pGbBB9xOJl6vaF,,,,,43.61470032,-84.79270172,anonymous,,,,,5,2,,,,,,,,,,,,,32,1,1,4,7048926889
3/27/20173:59:11PM,3/27/20174:00:32PM,0,73.154.92.99,100,80,1,3/27/20174:00:33PM,R_1qb0N2r3LR0nARy,,,,,40.09680176,-80.91739655,anonymous,,,,,,,,,,,4,2,,,,,,,37,2,1,4,5237300768
3/27/20174:07:22PM,3/27/20174:09:31PM,0,73.53.146.111,100,128,1,3/27/20174:09:33PM,R_27yusDxuOOLzxVn,,,,,30.08309937,-81.86299896,anonymous,,,2,5,,,,,,,,,,,,,,,28,1,1,4,9341431222
3/27/20174:19:34PM,3/27/20174:20:56PM,0,173.144.198.39,100,82,1,3/27/20174:20:58PM,R_3RxOqpDqnbdxH6V,,,,,36.85290527,-75.97799683,anonymous,,,,,4,2,,,,,,,,,,,,,24,2,2,4,1139484807
3/27/20174:22:57PM,3/27/20174:25:10PM,0,76.106.222.118,100,132,1,3/27/20174:25:11PM,R_3kFgcdYLf1IKKqK,,,,,30.06889343,-81.56210327,anonymous,,,,,5,3,,,,,,,,,,,,,35,1,4,4,523428908
3/27/20174:26:15PM,3/27/20174:28:22PM,0,76.106.222.118,100,126,1,3/27/20174:28:24PM,R_2hM4nEEuFwobGtX,,,,,30.06889343,-81.56210327,anonymous,,,,,5,3,,,,,,,,,,,,,35,1,4,3,52027717
3/27/20174:33:12PM,3/27/20174:34:47PM,0,75.141.103.99,100,95,1,3/27/20174:34:49PM,R_28XTJMnVlfohlE8,,,,,33.90710449,-118.0766983,anonymous,1,4,,,,,,,,,,,,,,,,,23,2,3,4,8249959494
3/27/20174:33:46PM,3/27/20174:35:39PM,0,73.20.28.201,100,113,1,3/27/20174:35:40PM,R_10vgQJ14oBYLJ4c,,,,,40.39300537,-111.7837982,anonymous,1,4,,,,,,,,,,,,,,,,,33,2,1,4,406263122
3/27/20174:44:02PM,3/27/20174:46:19PM,0,99.110.67.139,100,136,1,3/27/20174:46:21PM,R_1EbSuQyMbTGEnA4,,,,,35.98170471,-84.1289978,anonymous,,,,,,,5,3,,,,,,,,,,,67,2,1,4,8716626321
3/27/20174:49:38PM,3/27/20174:50:44PM,0,73.158.2.108,100,65,1,3/27/20174:50:45PM,R_2DSIh9WqOd7Q52f,,,,,34.82099915,-120.410202,anonymous,,,,,5,3,,,,,,,,,,,,,22,1,1,4,6171952146
3/27/20174:52:14PM,3/27/20174:53:59PM,0,73.35.34.129,100,104,1,3/27/20174:54:00PM,R_YYyjmHJnUf6ZL21,,,,,30.28660583,-81.51499939,anonymous,1,3,,,,,,,,,,,,,,,,,26,2,1,4,6955640917
3/27/20175:06:26PM,3/27/20175:07:55PM,0,216.234.199.192,100,89,1,3/27/20175:07:57PM,R_3hflTtjceJThebx,,,,,35.08450317,-106.6511002,anonymous,,,,,,,,,,,,,4,3,,,,,64,1,1,4,2909303187
3/27/20175:07:33PM,3/27/20175:09:53PM,0,204.195.33.140,100,139,1,3/27/20175:09:55PM,R_1dhKEsfrLqQW138,,,,,45.3842926,-122.1750031,anonymous,,,,,,,,,,,,,4,4,,,,,41,2,1,4,3170673941
3/27/20175:10:01PM,3/27/20175:11:00PM,0,70.176.153.174,100,58,1,3/27/20175:11:02PM,R_WuLk3PzgvUu8dQB,,,,,33.60960388,-112.3772964,anonymous,,,6,6,,,,,,,,,,,,,,,26,2,3,4,2614269434
3/27/20175:09:53PM,3/27/20175:11:19PM,0,172.90.219.180,100,85,1,3/27/20175:11:20PM,R_1jke7zpjzQH7E6J,,,,,33.91290283,-118.3439026,anonymous,,,,,,,,,,,,,4,1,,,,,31,2,1,4,9306154986
3/20/20175:10:59PM,3/20/20175:11:20PM,0,67.171.86.59,88,20,0,3/27/20175:11:39PM,R_XLjq73uSEQ9vJmN,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,9641623944
3/27/20175:18:35PM,3/27/20175:19:35PM,0,216.145.177.85,100,59,1,3/27/20175:19:36PM,R_1QuSx8sPJFLxeNJ,,,,,29.77020264,-95.3628006,anonymous,,,,,,,,,,,3,1,,,,,,,31,1,4,4,7762804082
3/27/20175:21:32PM,3/27/20175:23:51PM,0,107.77.237.72,100,139,1,3/27/20175:23:52PM,R_V2NgeIlh7yRLQnn,,,,,33.74899292,-84.38800049,anonymous,,,,,,,,,,,5,2,,,,,,,37,2,2,4,4461005377
3/27/20175:24:17PM,3/27/20175:30:09PM,0,104.49.109.28,100,352,1,3/27/20175:30:11PM,R_WqcKwrZDUxTh9kd,,,,,41.88079834,-87.72319794,anonymous,1,4,,,,,,,,,,,,,,,,,33,2,2,4,8599754325
3/27/20175:32:10PM,3/27/20175:33:21PM,0,174.22.254.196,100,70,1,3/27/20175:33:22PM,R_3sALWEjjXyowgTJ,,,,,33.62379456,-112.0511017,anonymous,,,,,3,1,,,,,,,,,,,,,27,1,1,4,9745887164
3/27/20175:30:58PM,3/27/20175:33:31PM,0,50.139.103.156,100,152,1,3/27/20175:33:32PM,R_3Rkj62mxjXSngfU,,,,,45.44599915,-122.8820038,anonymous,,,,,5,3,,,,,,,,,,,,,37,1,1,4,2606124752
3/27/20175:32:08PM,3/27/20175:33:40PM,0,72.208.16.139,100,91,1,3/27/20175:33:41PM,R_3EJQDY6XKN0p4Wb,,,,,33.62379456,-112.0511017,anonymous,,,,,,,,,2,2,,,,,,,,,34,1,1,4,6526103066
3/27/20175:32:29PM,3/27/20175:33:50PM,0,68.108.22.111,100,80,1,3/27/20175:33:51PM,R_3pc12qBrpDHXAvq,,,,,36.23590088,-115.0524979,anonymous,,,,,,,6,2,,,,,,,,,,,25,1,2,4,2011184432
3/27/20175:38:38PM,3/27/20175:41:47PM,0,70.196.132.253,100,189,1,3/27/20175:41:49PM,R_RCc8NFIWDNLig8x,,,,,29.98039246,-94.00270081,anonymous,,,,,,,,,,,,,,,,,4,3,55,2,1,4,9109925995
3/27/20175:43:05PM,3/27/20175:44:47PM,0,173.3.201.55,100,101,1,3/27/20175:44:48PM,R_qEZZhu4s1PnvJpT,,,,,40.09790039,-74.21759796,anonymous,,,,,,,,,,,,,,,,,4,1,40,2,1,4,4497919777
3/27/20175:43:43PM,3/27/20175:45:22PM,0,162.195.226.56,100,99,1,3/27/20175:45:24PM,R_4TIXolRA1tziLyp,,,,,37.645401,-95.46299744,anonymous,2,5,,,,,,,,,,,,,,,,,56,1,1,4,7824353976
3/27/20175:43:52PM,3/27/20175:45:30PM,0,172.103.22.104,100,98,1,3/27/20175:45:31PM,R_2Tt5P8eSHlWrSka,,,,,43.60159302,-96.80960083,anonymous,,,,,,,,,,,,,3,3,,,,,53,2,4,4,4458762170
3/27/20175:49:54PM,3/27/20175:52:11PM,0,73.216.35.249,100,137,1,3/27/20175:52:13PM,R_3pmqmcon5Bo1VSi,,,,,39.16789246,-78.16719818,anonymous,,,,,,,4,3,,,,,,,,,,,32,2,1,4,2594652074
3/27/20175:55:14PM,3/27/20175:56:17PM,0,174.196.137.60,100,63,1,3/27/20175:56:18PM,R_aeZUNYEKK4JCLoB,,,,,35.88960266,-86.31659698,anonymous,,,,,,,,,,,,,3,3,,,,,22,1,1,4,2868971946
