StartDate,EndDate,SubjectType,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,age,sex,race,t00001,t00002,t00003,t00004,t00005,t00006,t00007,t00008,t00009,t00010,t00011,t00012,t00013,t00014,t00015,t00016,t00017,t00018,t00019,t00020,t00021,t00022,t00023,t00024,t00025,t00026,t00027,t00028,t00029,t00030,t00031,t00032,t00033,t00034,t00035,t00036,t00037,t00038,t00039,t00040,t00041,t00042,t00043,t00044,t00045,t00046,t00047,t00048,t00049,t00050,t00051,t00052,t00053,t00054,t00055,t00056,t00057,t00058,t00059,t00060,t00061,t00062,t00063,t00064,t00065,t00066,t00067,t00068,t00069,t00070,t00071,t00072,t00073,t00074,t00075,t00076,t00077,t00078,t00079,t00080,t00081,t00082,t00083,t00084,t00085,t00086,t00087,t00088,t00089,t00090,t00091,t00092,t00093,t00094,t00095,t00096,t00097,t00098,t00099,t00100,t00101,t00102,t00103,t00104,t00105,t00106,t00107,t00108,t00109,t00110,t00111,t00112,t00113,t00114,t00115,t00116,t00117,t00118,t00119,t00120,t00121,t00122,t00123,t00124,t00125,t00126,t00127,t00128,t00129,t00130,t00131,t00132,t00133,t00134,t00135,t00136,t00137,t00138,t00139,t00140,t00141,t00142,t00143,t00144,t00145,t00146,t00147,t00148,t00149,t00150,t00151,t00152,t00153,t00154,t00155,t00156,t00157,t00158,t00159,t00160,t00161,t00162,t00163,t00164,t00165,t00166,t00167,t00168,t00169,t00170,t00171,t00172,t00173,t00174,t00175,t00176,t00177,t00178,t00179,t00180,t00181,t00182,t00183,t00184,t00185,t00186,t00187,t00188,t00189,t00190,t00191,t00192,t00193,t00194,t00195,t00196,t00197,t00198,t00199,t00200,t00201,t00202,t00203,t00204,t00205,t00206,t00207,t00208,t00209,t00210,t00211,t00212,t00213,t00214,t00215,t00216,t00217,t00218,t00219,t00220,t00221,t00222,t00223,t00224,t00225,t00226,t00227,t00228,t00229,t00230,t00231,t00232,t00233,t00234,t00235,t00236,t00237,t00238,t00239,t00240,t00241,t00242,t00243,t00244,t00245,t00246,t00247,t00248,t00249,t00250,t00251,t00252,t00253,t00254,t00255,t00256,t00257,t00258,t00259,t00260,t00261,t00262,t00263,t00264,t00265,t00266,t00267,t00268,t00269,t00270,t00271,t00272,t00273,t00274,t00275,t00276,t00277,t00278,t00279,t00280,t00281,t00282,t00283,t00284,t00285,t00286,t00287,t00288,t00289,t00290,t00291,t00292,t00293,t00294,t00295,t00296,t00297,t00298,t00299,t00300,data_use,mTurkCode
2/24/2017 12:05,2/24/2017 12:10,pilot,0,128.59.199.242,0,268,0,2/24/2017 14:50,R_31GaahiborX8SeR,,,,,,,anonymous,33,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9796703
2/27/2017 9:33,2/27/2017 9:52,real,0,68.188.222.165,100,1165,1,2/27/2017 9:52,R_1PcqIIAXYB2uyLM,,,,,43.40289307,-85.50260162,anonymous,29,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,4,8578865
2/27/2017 9:40,2/27/2017 9:58,real,0,75.117.115.116,100,1065,1,2/27/2017 9:58,R_33s4pXMQu42QVFi,,,,,34.96879578,-80.45539856,anonymous,41,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,4,8869718
2/27/2017 9:43,2/27/2017 10:04,real,0,98.17.240.142,100,1269,1,2/27/2017 10:04,R_2ffZG5qIUlnQYdd,,,,,37.43899536,-86.14170074,anonymous,69,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,4,4392450
2/27/2017 10:23,2/27/2017 10:50,real,0,99.187.154.38,100,1563,1,2/27/2017 10:50,R_1imkBoR2S6IkGhO,,,,,34.49159241,-82.61579895,anonymous,22,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,4,9884865
2/27/2017 10:51,2/27/2017 11:17,real,0,74.193.56.229,100,1545,1,2/27/2017 11:17,R_2RQWQiXwpD3jVQ0,,,,,37.81640625,-81.23290253,anonymous,24,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,4,8415917
2/27/2017 11:06,2/27/2017 11:31,real,0,198.140.4.205,100,1508,1,2/27/2017 11:31,R_2ZHw5Sgd5PXYqj0,,,,,40.44059753,-79.99590302,anonymous,34,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,4,5118587
2/27/2017 11:33,2/27/2017 12:02,real,0,198.45.152.55,100,1748,1,2/27/2017 12:02,R_3kGpZcz0yRdz9fe,,,,,39.73919678,-104.9847031,anonymous,33,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,4,4370053
2/27/2017 12:50,2/27/2017 13:07,real,0,96.250.62.179,100,1044,1,2/27/2017 13:07,R_3OdKQBBkBrFLjwm,,,,,40.58329773,-73.9240036,anonymous,25,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,4,4465965
2/27/2017 13:24,2/27/2017 13:40,real,0,69.251.178.236,100,927,1,2/27/2017 13:40,R_1LFnPM2fouUiGwi,,,,,39.0059967,-77.10250092,anonymous,29,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,4,9899006
2/27/2017 13:18,2/27/2017 13:43,real,0,173.218.227.228,100,1508,1,2/27/2017 13:44,R_3nwrfb0faSdU1J9,,,,,39.24299622,-81.57720184,anonymous,32,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,4,933312
2/27/2017 13:13,2/27/2017 13:46,real,0,69.145.229.174,100,1956,1,2/27/2017 13:46,R_WiBk3iXEF03EDzb,,,,,39.07829285,-108.4868011,anonymous,43,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,4,3714534
2/27/2017 13:34,2/27/2017 14:27,real,0,93.183.145.148,100,3152,1,2/27/2017 14:27,R_1IfmtnLP1iRc73b,,,,,41.94030762,25.56939697,anonymous,25,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,4,7312875
2/27/2017 14:16,2/27/2017 14:43,real,0,73.36.74.58,100,1642,1,2/27/2017 14:43,R_2azaeiyDcUsi1Y7,,,,,41.73500061,-86.12290192,anonymous,28,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,4,1136129
2/27/2017 14:39,2/27/2017 15:17,real,0,97.103.19.17,100,2260,1,2/27/2017 15:17,R_2cjsNHTHBzsXZlH,,,,,28.91099548,-81.1855011,anonymous,21,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,4,1053860
2/27/2017 15:20,2/27/2017 15:43,real,0,69.92.172.162,100,1386,1,2/27/2017 15:43,R_1r1zPjPwq8w1x4l,,,,,42.01800537,-97.45429993,anonymous,38,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,4,3359729
2/27/2017 15:41,2/27/2017 16:01,real,0,8.19.133.2,100,1228,1,2/27/2017 16:01,R_3P7WCdtR9rFS7FG,,,,,33.83529663,-116.2984009,anonymous,67,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,8959837
2/27/2017 15:49,2/27/2017 16:03,real,0,65.129.157.223,100,787,1,2/27/2017 16:03,R_ufaQFZl6pNIEYMx,,,,,32.54620361,-110.9520035,anonymous,27,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,4,6122071
